,huc12,i,j,wght
2854,020402050701,28,25,0.15055082907352088
2855,020402050701,27,25,0.5039198884564929
2856,020402050701,26,25,0.06224660506596091
2857,020402050701,28,24,0.0007177708815481286
2858,020402050701,27,24,0.23540834746265596
2859,020402050701,26,24,0.0471565590598199
2860,020401040402,74,26,0.013410694625402597
2861,020401040402,73,26,0.006905664433046566
2862,020401040402,74,25,0.21529505807494967
2863,020401040402,73,25,0.13699471491917914
2864,020401040402,75,26,2.892533554645955e-05
2865,020401040402,76,25,0.052974230078603926
2866,020401040402,75,25,0.2284727581584884
2867,020401040402,74,24,0.035765428674370395
2868,020401040402,73,24,0.0006726084073788633
2869,020401040402,76,24,0.04760464126013583
2870,020401040402,75,24,0.247938038230419
2871,020401040402,75,23,0.013937237802480159
2872,020402050104,37,22,0.0011436035950001147
2873,020402050104,36,22,0.08594985717893276
2874,020402050104,35,22,0.005377459011458402
2875,020402050104,37,21,0.00844860548242535
2876,020402050104,36,21,0.27307426231388926
2877,020402050104,35,21,0.2850023318241036
2878,020402050104,34,21,0.0556132193901155
2879,020402050104,36,20,0.12214628010227115
2880,020402050104,35,20,0.12868125493728816
2881,020402050104,34,20,0.034563126164515026
2882,020401040202,83,32,0.06723666164520502
2883,020401040202,82,32,0.11431311902186721
2884,020401040202,81,32,0.0866500134844972
2885,020401040202,80,32,0.05926482287281531
2886,020401040202,83,31,0.10650108382647375
2887,020401040202,82,31,0.20932619411892528
2888,020401040202,81,31,0.32081290113554367
2889,020401040202,80,31,0.03584757603791006
2890,020401040202,81,30,4.762785675883261e-05
2891,020402060501,23,36,0.20029771753442216
2892,020402060501,22,36,0.12329309301500627
2893,020402060501,23,35,0.2684170429532601
2894,020402060501,24,35,0.001985863259216686
2895,020402060501,24,34,0.022020670245728173
2896,020402060501,22,35,0.15827303259163278
2897,020402060501,23,34,0.21737769189415249
2898,020402060501,22,34,0.0024499282285718633
2899,020402060501,23,33,0.005884960278010897
2900,020401050201,68,33,0.0018909847591154234
2901,020401050201,67,33,0.10274304332273713
2902,020401050201,66,33,0.056809769025897836
2903,020401050201,65,33,0.006797041880658194
2904,020401050201,68,32,0.005236232844794233
2905,020401050201,67,32,0.13029568878387787
2906,020401050201,66,32,0.16158659531895736
2907,020401050201,65,32,0.04421800802092397
2908,020401050201,64,31,0.06089636980127998
2909,020401050201,67,31,0.08654473059803736
2910,020401050201,66,31,0.1642094483371513
2911,020401050201,65,31,0.15040147593789366
2912,020401050201,67,30,0.00026822961573185275
2913,020401050201,66,30,0.022120678038728157
2914,020401050201,65,30,0.003026142624956647
2915,020401050201,64,30,0.0029555610892595856
2916,020401010206,96,15,0.002404088487792311
2917,020401010206,95,15,0.005946198750217002
2918,020401010206,97,14,0.03351590879708308
2919,020401010206,96,14,0.12108921184688196
2920,020401010206,95,14,0.11480545047210505
2921,020401010206,94,14,0.03125691631877726
2922,020401010206,97,13,0.030410335392702385
2923,020401010206,96,13,0.12885574591588864
2924,020401010206,95,13,0.12886021991525562
2925,020401010206,94,13,0.12337962015738965
2926,020401010206,97,12,0.000992150510689719
2927,020401010206,96,12,0.03432410519300317
2928,020401010206,93,13,0.08582110983477903
2929,020401010206,92,13,0.022488879244375842
2930,020401010206,93,12,0.013790963033704478
2931,020401010206,95,12,0.07042062894660266
2932,020401010206,94,12,0.05163846718275216
2933,020402060303,21,33,0.05711489279301103
2934,020402060303,20,33,0.05928627140401528
2935,020402060303,22,32,0.0012551011701795356
2936,020402060303,21,32,0.21192280790250836
2937,020402060303,20,32,0.11624091482231708
2938,020402060303,22,31,0.005398587191612975
2939,020402060303,21,31,0.2113022661942955
2940,020402060303,20,31,0.24044108517129553
2941,020402060303,19,31,0.06235844616207421
2942,020402060303,21,30,0.011143704030638182
2943,020402060303,20,30,0.02353592315805344
2944,020402031005,42,27,0.028112968692342147
2945,020402031005,41,27,0.2236191223921972
2946,020402031005,40,27,0.025920751457272514
2947,020402031005,42,26,0.02567940874987628
2948,020402031005,41,26,0.27401872890317674
2949,020402031005,40,26,0.22672031046670643
2950,020402031005,39,26,0.0007803216277490953
2951,020402031005,41,25,0.07399509480363349
2952,020402031005,40,25,0.12115329290704595
2953,020401010204,96,19,0.0972679792676787
2954,020401010204,95,19,0.031082636265761413
2955,020401010204,96,18,0.1742316347451385
2956,020401010204,95,18,0.22804728279833184
2957,020401010204,94,18,0.015493651843349405
2958,020401010204,96,17,0.10417458898586505
2959,020401010204,95,17,0.26952822601686466
2960,020401010204,94,17,0.03429540168023764
2961,020401010204,95,16,0.04375569525284222
2962,020401010204,94,16,0.0021229031439313575
2963,020401040502,79,27,0.00028145626455209076
2964,020401040502,79,26,0.16569618389345428
2965,020401040502,81,26,0.057390453811475686
2966,020401040502,80,26,0.14613095087802913
2967,020401040502,82,25,0.0737799181466601
2968,020401040502,81,25,0.14973714736826912
2969,020401040502,80,25,0.14883040160564
2970,020401040502,78,26,0.06458262224902074
2971,020401040502,79,25,0.1425593543212004
2972,020401040502,78,25,0.051011511461701506
2973,020401060803,56,18,0.15808075168240124
2974,020401060803,57,18,0.006340613470289064
2975,020401060803,57,17,0.06645554960589171
2976,020401060803,55,18,0.025814445229242932
2977,020401060803,56,17,0.5145306379356942
2978,020401060803,55,17,0.22650096739244172
2979,020401060803,56,16,0.0022770346840397444
2980,020402060203,23,29,0.08004721157449463
2981,020402060203,22,29,0.03655087599329899
2982,020402060203,23,28,0.1488716012807941
2983,020402060203,22,28,0.19436040513961444
2984,020402060203,23,27,0.24315417718963114
2985,020402060203,24,27,0.0031108647421917344
2986,020402060203,24,26,0.05489612601425002
2987,020402060203,22,27,0.12376809782317634
2988,020402060203,23,26,0.09826254361726125
2989,020402060203,22,26,0.016978096625288756
2990,020401030504,74,18,0.1341478374518845
2991,020401030504,73,18,0.08871128765502607
2992,020401030504,75,17,0.20877447794758736
2993,020401030504,74,17,0.30321326831684325
2994,020401030504,73,17,0.009133966814178602
2995,020401030504,74,16,0.09568104832682497
2996,020401030504,75,16,0.16033811348765475
2997,020402020101,38,46,0.2273456332042504
2998,020402020101,37,46,0.009639566767967577
2999,020402020101,39,45,0.1673597899223905
3000,020402020101,38,45,0.13031842948346187
3001,020402020101,39,44,0.027522689216435973
3002,020402020101,38,44,0.016027161213664435
3003,020402020101,40,47,0.0076801017758332205
3004,020402020101,39,47,0.08829739790600843
3005,020402020101,38,47,0.07197543689573332
3006,020402020101,37,47,0.004411532491703715
3007,020402020101,40,46,0.029411738188667155
3008,020402020101,39,46,0.2200105229338823
3009,020402030402,42,7,0.002045826053750759
3010,020402030402,43,6,0.0001019952516969992
3011,020402030402,42,6,0.11033707926321969
3012,020402030402,41,6,0.07529037368020909
3013,020402030402,40,6,0.04329951183366992
3014,020402030402,43,5,7.835596159118837e-07
3015,020402030402,42,5,0.14389667630632924
3016,020402030402,41,5,0.16298174919417754
3017,020402030402,40,5,0.1429105194584973
3018,020402030402,42,4,0.04421307138494825
3019,020402030402,41,4,0.1560744942145749
3020,020402030402,40,4,0.0798329363287546
3021,020402030402,41,3,0.03464171638678837
3022,020402030402,40,3,0.004373267083768454
3023,020401020507,89,17,0.07661855929375108
3024,020401020507,88,17,0.03213982391318321
3025,020401020507,88,16,0.16079834281659733
3026,020401020507,91,16,0.02673063527971052
3027,020401020507,90,16,0.16098487507037615
3028,020401020507,89,16,0.2058007774143888
3029,020401020507,91,15,0.013363158899703138
3030,020401020507,90,15,0.08403312259411053
3031,020401020507,89,15,0.15827886491670914
3032,020401020507,88,15,0.08125183980147163
3033,020401060201,70,17,0.044465164700637654
3034,020401060201,69,17,0.026923163304723177
3035,020401060201,68,17,0.03898818993534458
3036,020401060201,67,17,7.88770194889025e-05
3037,020401060201,70,16,0.03791366634935774
3038,020401060201,69,16,0.10571115112866171
3039,020401060201,68,16,0.07588227914292112
3040,020401060201,67,16,0.0007155837044265879
3041,020401060201,70,15,0.0052336303670980485
3042,020401060201,69,15,0.10518953241253026
3043,020401060201,68,15,0.08262158799128543
3044,020401060201,67,15,0.025583549414071857
3045,020401060201,69,14,0.043041095038744565
3046,020401060201,68,14,0.10571183363634684
3047,020401060201,67,14,0.10430779065978357
3048,020401060201,66,14,0.034660694750877644
3049,020401060201,69,13,0.0006719586779027413
3050,020401060201,68,13,0.0632126013533072
3051,020401060201,67,13,0.087886503475756
3052,020401060201,66,13,0.005675891305962256
3053,020401060201,68,12,0.000551246158206986
3054,020401060201,67,12,0.004974009472564922
3055,020401040104,83,28,0.07038433252586557
3056,020401040104,82,28,0.017223922997412672
3057,020401040104,85,28,0.036918475588384785
3058,020401040104,84,28,0.08980806218719141
3059,020401040104,85,27,0.05290249393472124
3060,020401040104,84,27,0.12818114626237656
3061,020401040104,85,26,0.004199901551795276
3062,020401040104,84,26,0.10089477783386434
3063,020401040104,86,25,0.007348688546402121
3064,020401040104,83,27,0.13618049372651722
3065,020401040104,82,27,0.11282064024241249
3066,020401040104,81,27,0.019691545498711913
3067,020401040104,83,26,0.09527154455549297
3068,020401040104,82,26,0.005949576782490353
3069,020401040104,83,25,0.005877333046143027
3070,020401040104,85,25,0.045431530448607496
3071,020401040104,84,25,0.0709155342716101
3072,020401050601,60,27,0.013103615486056052
3073,020401050601,63,27,0.034815624034414495
3074,020401050601,62,27,0.053182651321712994
3075,020401050601,61,27,0.05311826366134903
3076,020401050601,60,26,0.08681976237959574
3077,020401050601,60,25,0.02783609186062723
3078,020401050601,64,26,0.029858502395263862
3079,020401050601,63,26,0.016330645531319632
3080,020401050601,62,26,0.11503047750315282
3081,020401050601,61,26,0.12766825486591218
3082,020401050601,64,25,0.01905277779683488
3083,020401050601,63,25,0.11962105633213875
3084,020401050601,62,25,0.12766731367457967
3085,020401050601,61,25,0.11530954073390169
3086,020401050601,63,24,0.012883617043288477
3087,020401050601,62,24,0.040395234068004084
3088,020401050601,61,24,0.007306571311847065
3089,020401050603,60,28,0.02206227064643853
3090,020401050603,59,28,0.012661937645791817
3091,020401050603,60,27,0.04764183222883247
3092,020401050603,59,27,0.10545333951553858
3093,020401050603,58,27,0.017002335722780537
3094,020401050603,60,26,0.03169355954284761
3095,020401050603,59,26,0.11112307176080799
3096,020401050603,58,26,0.10576120172291735
3097,020401050603,57,26,0.024498412741865185
3098,020401050603,60,25,0.07804096905214072
3099,020401050603,61,25,0.003902086018273555
3100,020401050603,56,25,0.07169637707313861
3101,020401050603,55,25,0.0007918976395818444
3102,020401050603,56,24,0.0038220915331173013
3103,020401050603,59,25,0.05335526387950005
3104,020401050603,58,25,0.0808902233706342
3105,020401050603,57,25,0.1041769509333857
3106,020401050603,60,24,0.01528858875552078
3107,020401050603,59,24,0.006987741448968881
3108,020401050603,58,24,0.07985819760148556
3109,020401050603,57,24,0.01300561748540108
3110,020401050603,59,23,0.001566048574659789
3111,020401050603,58,23,0.006768958299389415
3112,020401050603,61,24,0.0019510268069834796
3113,020402070601,5,36,0.0009753046096958644
3114,020402070601,4,37,0.01725437762627674
3115,020402070601,3,37,0.02684894922907387
3116,020402070601,2,37,0.0009981885653701657
3117,020402070601,4,36,0.17314709314572524
3118,020402070601,3,36,0.216158554492462
3119,020402070601,2,36,0.06920370973291863
3120,020402070601,4,35,0.15486877911190666
3121,020402070601,3,35,0.18383253708961178
3122,020402070601,2,35,0.12387712181292139
3123,020402070601,4,34,0.0279249854218957
3124,020402070601,3,34,0.004910399162142851
3125,020401010403,88,16,0.029816280854204014
3126,020401010403,87,16,0.15386142673075975
3127,020401010403,86,16,0.162410801301186
3128,020401010403,88,15,0.15852720649665233
3129,020401010403,87,15,0.27138921725953125
3130,020401010403,86,15,0.18135688993101237
3131,020401010403,87,14,0.02523707959764387
3132,020401010403,86,14,0.017401097829009192
3133,020401020403,95,25,0.02368026463837267
3134,020401020403,94,25,0.02650900732464953
3135,020401020403,97,24,0.0745500579020532
3136,020401020403,96,24,0.17900208236054244
3137,020401020403,95,24,0.20664587324369393
3138,020401020403,94,24,0.11366979250217006
3139,020401020403,97,23,0.03744124065235043
3140,020401020403,96,23,0.10322230063152649
3141,020401020403,95,23,0.18301983970620106
3142,020401020403,94,23,0.05038581069776222
3143,020401020403,95,22,0.001732662465088473
3144,020401020403,94,22,0.00014106787558764054
3145,020402010204,45,31,0.11007876119222704
3146,020402010204,44,31,0.006081430852483056
3147,020402010204,46,30,0.06147185306070537
3148,020402010204,45,30,0.1837658808709242
3149,020402010204,44,30,0.05233421024297398
3150,020402010204,47,30,0.0016437805267677191
3151,020402010204,46,29,0.13916679864817458
3152,020402010204,45,29,0.1863550104502738
3153,020402010204,44,29,0.06570554973081084
3154,020402010204,46,28,0.0023796751037931363
3155,020402010204,45,28,0.1059594161362546
3156,020402010204,44,28,0.08493758915371363
3157,020402010204,47,29,0.00012004403089875256
3158,020402010303,42,36,0.0070154083337414935
3159,020402010303,46,35,0.0020930831213851996
3160,020402010303,45,35,0.018936599829486887
3161,020402010303,44,35,0.006946949695117587
3162,020402010303,43,35,0.03272669275974575
3163,020402010303,42,35,0.12443261573218344
3164,020402010303,46,34,0.034947465610226984
3165,020402010303,45,34,0.1375296806345935
3166,020402010303,44,34,0.1298479274759055
3167,020402010303,43,34,0.12173999641864343
3168,020402010303,42,34,0.11095198448350405
3169,020402010303,46,33,0.02100067134575409
3170,020402010303,45,33,0.059723870327363045
3171,020402010303,44,33,0.04519027730024575
3172,020402010303,43,33,0.033983601173260915
3173,020402010303,42,33,0.031591919524485576
3174,020402010303,46,32,0.0005300980792931824
3175,020402010303,45,32,8.982660792702433e-05
3176,020402010303,44,32,0.00011296141831785113
3177,020402010303,41,36,7.292574758871299e-05
3178,020402010303,41,35,0.07139721689673562
3179,020402010303,41,34,0.009138227484495418
3180,020402050304,30,21,0.08128112401859992
3181,020402050304,29,21,0.03991681520933653
3182,020402050304,32,20,0.034052894148341464
3183,020402050304,31,20,0.2403725896546933
3184,020402050304,30,20,0.33585069426892283
3185,020402050304,29,20,0.07079602582411247
3186,020402050304,32,19,0.03699148909322886
3187,020402050304,31,19,0.1493833177329104
3188,020402050304,30,19,0.011355050049854109
3189,020402050704,23,25,0.022228085091502606
3190,020402050704,24,25,0.08293993913233771
3191,020402050704,24,24,0.25281926711719904
3192,020402050704,23,24,0.08259468579853835
3193,020402050704,23,23,0.25406143552043775
3194,020402050704,24,23,0.17100308923189464
3195,020402050704,24,22,0.06516464590727206
3196,020402050704,23,22,0.06918885220081969
3197,020401050104,67,28,0.013005727330844598
3198,020401050104,66,28,0.0010977430676075127
3199,020401050104,65,28,0.02558139379518946
3200,020401050104,64,28,0.03992639395017869
3201,020401050104,63,28,3.100043910557995e-05
3202,020401050104,65,27,0.1734397716010121
3203,020401050104,64,27,0.17561412836975915
3204,020401050104,63,27,0.0569642601672263
3205,020401050104,67,27,0.012867117396495069
3206,020401050104,66,27,0.12812604769982247
3207,020401050104,66,26,0.0016721755730840248
3208,020401050104,65,26,0.0799246702636751
3209,020401050104,64,26,0.11807494576725021
3210,020401050104,63,26,0.1531510344496032
3211,020401050104,62,26,0.017383197728871074
3212,020401050104,63,25,0.003140392400274301
3213,020401010505,83,23,0.001297854693185354
3214,020401010505,84,23,0.04934638908085726
3215,020401010505,86,22,0.08482813867794732
3216,020401010505,85,22,0.27702181297262435
3217,020401010505,84,22,0.24297325767227088
3218,020401010505,86,21,0.021371500628624855
3219,020401010505,84,21,0.08393135868120458
3220,020401010505,85,21,0.2053619409054666
3221,020401010505,85,20,0.033867746687817946
3222,020402070302,13,29,0.00427979417371079
3223,020402070302,12,29,0.22667931341848105
3224,020402070302,12,28,0.39321759561742536
3225,020402070302,11,28,0.1505599613359492
3226,020402070302,12,27,0.2081643480146245
3227,020402070302,11,27,0.016067653704166986
3228,020402070302,12,26,0.001031333735644407
3229,020402020405,36,34,0.003940043487533963
3230,020402020405,35,34,0.025132619525649057
3231,020402020405,37,33,0.05064620486904657
3232,020402020405,36,33,0.02989972007560551
3233,020402020405,38,32,0.039586662527034244
3234,020402020405,35,33,0.1177247902714633
3235,020402020405,37,32,0.13653859473038574
3236,020402020405,36,32,0.08398618290282885
3237,020402020405,35,32,0.11682381763963948
3238,020402020405,37,31,0.13430159648699394
3239,020402020405,36,31,0.09893173998057567
3240,020402020405,38,31,0.06251401524730794
3241,020402020405,38,30,0.00609329016681682
3242,020402020405,35,31,0.07335664194533627
3243,020402020405,34,31,0.0004667167238016321
3244,020402020405,37,30,0.020057363419981513
3245,020401060502,61,23,0.0037579667314837357
3246,020401060502,61,22,0.013559034223925799
3247,020401060502,60,22,0.0854615646836351
3248,020401060502,59,22,0.007699336469050249
3249,020401060502,60,21,0.06609333638752632
3250,020401060502,59,21,0.11190860592339523
3251,020401060502,58,21,0.0011851894860082097
3252,020401060502,59,20,0.06168287103637572
3253,020401060502,58,20,0.07631928162552193
3254,020401060502,59,19,0.0021959712715528233
3255,020401060502,58,19,0.10272698754275307
3256,020401060502,57,19,0.008090625869894919
3257,020401060502,58,18,0.030148944641220102
3258,020401060502,57,18,0.0708294581088752
3259,020401060502,58,17,0.0024688062799375753
3260,020401060502,57,17,0.13408228178644252
3261,020401060502,58,16,0.022728576790692165
3262,020401060502,57,16,0.14607833247198557
3263,020401060502,57,15,0.0004161916924923871
3264,020401060502,56,17,0.0052230450567653216
3265,020401060502,56,16,0.04720931577652852
3266,020401060502,56,15,0.00013427614394284016
3267,020401060401,61,18,0.06350528303883739
3268,020401060401,60,18,0.05760609617819834
3269,020401060401,59,18,0.0036599875393361053
3270,020401060401,62,17,0.17922826135055708
3271,020401060401,61,17,0.3410329624876476
3272,020401060401,60,17,0.2739131007875008
3273,020401060401,61,16,0.06773469567598903
3274,020401060401,60,16,0.004396217397937362
3275,020401060401,62,16,0.008923395543998243
3276,020401040101,89,27,0.047865517854232535
3277,020401040101,88,27,0.16007212405920676
3278,020401040101,87,27,0.1015729210339577
3279,020401040101,86,27,0.09389066588689088
3280,020401040101,85,27,0.07703798771904732
3281,020401040101,88,26,0.1479221483103831
3282,020401040101,87,26,0.2543938091331484
3283,020401040101,86,26,0.1008473928105284
3284,020401040101,85,26,0.01137761589264033
3285,020401040101,87,25,0.00043861403330019153
3286,020401040101,89,26,0.004581203266664725
3287,020402060103,30,27,0.11949542695166651
3288,020402060103,28,27,0.0388217400340723
3289,020402060103,28,26,0.3106425518118515
3290,020402060103,27,26,0.11128171675189345
3291,020402060103,29,27,0.07765796639698419
3292,020402060103,30,26,0.11688031318169494
3293,020402060103,29,26,0.22522028487183612
3294,020402050301,28,19,0.17328081429786127
3295,020402050301,29,19,0.10196236710077165
3296,020402050301,28,18,0.06687085644480095
3297,020402050301,30,18,0.1042912601651078
3298,020402050301,29,18,0.34036354205795505
3299,020402050301,30,17,0.16111451191910195
3300,020402050301,29,17,0.05211664801439986
3301,020402031003,39,23,0.05218337213190939
3302,020402031003,38,23,0.10087739975095833
3303,020402031003,37,22,0.0406153650734226
3304,020402031003,37,21,0.15446314896888913
3305,020402031003,36,21,0.01892010704573827
3306,020402031003,39,22,0.01490729310504844
3307,020402031003,38,22,0.1511299200557863
3308,020402031003,39,21,0.0006583481102434738
3309,020402031003,38,21,0.1355415155176147
3310,020402031003,39,20,0.0008326730871817416
3311,020402031003,38,20,0.09976982383527096
3312,020402031003,38,19,0.007044326581243116
3313,020402031003,37,20,0.15849735695615214
3314,020402031003,36,20,0.012950106318590003
3315,020402031003,37,19,0.05160924346195103
3316,020402030409,43,12,0.13728495084272527
3317,020402030409,44,11,0.12305244786440221
3318,020402030409,43,11,0.2624063236672148
3319,020402030409,45,10,0.06604401965813474
3320,020402030409,44,10,0.2577133880973896
3321,020402030409,43,10,0.05883446077220904
3322,020402030409,45,9,0.034370794291049354
3323,020402030409,44,9,0.004422460917345259
3324,020402030409,42,12,0.047581156564833624
3325,020402030409,42,11,0.00828999732469558
3326,020401020501,93,20,0.00010594819092052739
3327,020401020501,93,19,0.04203198096825969
3328,020401020501,96,20,0.023964531167951456
3329,020401020501,95,20,0.1782295453539146
3330,020401020501,94,20,0.09626720415292718
3331,020401020501,96,19,0.048226992808377556
3332,020401020501,95,19,0.20985381896109695
3333,020401020501,94,19,0.23537701690011248
3334,020401020501,95,18,0.04797695327798335
3335,020401020501,94,18,0.11796600821845664
3336,020401060808,55,21,0.03421753430453106
3337,020401060808,54,21,0.12661976043706558
3338,020401060808,56,20,0.06504864631150067
3339,020401060808,55,20,0.33381202778671226
3340,020401060808,54,20,0.3289352124002954
3341,020401060808,53,20,0.11136681875989561
3342,020401010105,101,24,0.0487784597661656
3343,020401010105,100,24,0.08158106868266787
3344,020401010105,99,24,0.024254702934767107
3345,020401010105,98,24,0.00020046920841776262
3346,020401010105,101,23,0.061951820208034636
3347,020401010105,100,23,0.12217658236161454
3348,020401010105,99,23,0.10601122796256086
3349,020401010105,98,23,0.003688131443566496
3350,020401010105,101,22,0.015723716576914595
3351,020401010105,100,22,0.10591466355908152
3352,020401010105,99,22,0.12198643091261657
3353,020401010105,98,22,0.013298889053430688
3354,020401010105,100,21,0.05068521513101961
3355,020401010105,99,21,0.12171160430347475
3356,020401010105,98,21,0.005482149860314979
3357,020401010105,100,20,0.000619295053547398
3358,020401010105,99,20,0.07089222954693876
3359,020401010105,98,20,0.04428645373093728
3360,020401010105,98,19,0.0007568897039292747
3361,020401010404,88,21,0.015666355823983083
3362,020401010404,89,21,0.004894730698559305
3363,020401010404,88,20,0.21412682945296418
3364,020401010404,87,20,0.007227808409830171
3365,020401010404,88,19,0.279111134729569
3366,020401010404,87,19,0.17933438137726593
3367,020401010404,86,19,5.867818269843395e-05
3368,020401010404,88,18,0.033171612709057274
3369,020401010404,89,20,0.13306325192975219
3370,020401010404,89,19,0.11525586095150515
3371,020401010404,89,18,0.01674920219403084
3372,020401010404,87,18,0.0013401535407855266
3373,020401060703,52,22,0.004224224510066102
3374,020401060703,52,21,0.049859643328860115
3375,020401060703,51,21,0.09646564723388208
3376,020401060703,50,21,0.01769136048787935
3377,020401060703,49,21,0.02305650454716144
3378,020401060703,52,20,0.028046366358775405
3379,020401060703,52,19,0.010542179051572382
3380,020401060703,51,20,0.16308266746518785
3381,020401060703,50,20,0.15692313829707788
3382,020401060703,49,20,0.09307223395166236
3383,020401060703,48,20,0.0006007323896738385
3384,020401060703,51,19,0.16165057132976807
3385,020401060703,50,19,0.0600148903504788
3386,020401060703,51,18,0.11092588902710074
3387,020401060703,50,18,0.0156902021814259
3388,020401060703,52,18,0.008153749489429634
3389,020402010203,45,32,0.00572578142083236
3390,020402010203,44,32,0.05073702108625092
3391,020402010203,43,32,1.4830568002966202e-06
3392,020402010203,45,31,0.021081036573993208
3393,020402010203,44,31,0.14323518564762747
3394,020402010203,43,31,0.04371688169166971
3395,020402010203,44,30,0.10648521033135898
3396,020402010203,43,30,0.06967389421509361
3397,020402010203,44,29,0.09586128913259456
3398,020402010203,43,29,0.1462800431553123
3399,020402010203,42,29,0.05393984287740895
3400,020402010203,44,28,0.06378614545924154
3401,020402010203,43,28,0.1305726008196457
3402,020402010203,42,28,0.033320312980768194
3403,020402010203,44,27,0.006256431404370798
3404,020402010203,43,27,0.02932684014703157
3405,020402070505,9,35,0.009533347856427532
3406,020402070505,8,35,0.11874127667499064
3407,020402070505,7,35,0.1659153576490432
3408,020402070505,6,35,0.0379447773944002
3409,020402070505,8,34,0.15288099688825352
3410,020402070505,7,34,0.367330504572111
3411,020402070505,6,34,0.1196885373333009
3412,020402070505,7,33,0.024220929082679653
3413,020402070505,6,33,0.003744272548794008
3414,020402030611,42,19,0.002785430974144592
3415,020402030611,41,19,0.05627288033585564
3416,020402030611,40,19,0.00529290001238898
3417,020402030611,42,18,0.05573227793830639
3418,020402030611,41,18,0.20961123765438597
3419,020402030611,40,18,0.04724240166121738
3420,020402030611,42,17,0.11912052689527713
3421,020402030611,41,17,0.20364383554813498
3422,020402030611,40,17,0.10217371201610495
3423,020402030611,42,16,5.319064128583927e-05
3424,020402030611,41,16,0.11521982696688829
3425,020402030611,40,16,0.08285177935601039
3426,020401010303,91,11,0.040828500618611124
3427,020401010303,90,11,0.06664617862360013
3428,020401010303,92,10,0.003649453044924555
3429,020401010303,91,10,0.08197775021400346
3430,020401010303,89,10,0.08828494091327602
3431,020401010303,89,9,0.07375156317582929
3432,020401010303,90,10,0.17807647279901073
3433,020401010303,92,9,0.02770893205125181
3434,020401010303,91,9,0.15799262693630656
3435,020401010303,90,9,0.19437895324259966
3436,020401010303,92,8,0.00034655402091611455
3437,020401010303,91,8,0.0445208910193093
3438,020401010303,90,8,0.041837183340361225
3439,020402060603,22,31,0.047010861018980436
3440,020402060603,21,31,0.04813863210495642
3441,020402060603,20,31,0.017775588088389964
3442,020402060603,19,31,0.0619905571315152
3443,020402060603,22,30,0.058115013463586926
3444,020402060603,21,30,0.22604360211447627
3445,020402060603,20,30,0.21502307392069286
3446,020402060603,19,30,0.17374034331971894
3447,020402060603,22,29,0.032257438990694665
3448,020402060603,21,29,0.07393345508876803
3449,020402060603,20,29,0.020945541544455257
3450,020402060603,19,29,0.025025893213768177
3451,020401060812,55,23,0.08966452674053066
3452,020401060812,54,23,0.5440536460739136
3453,020401060812,53,23,0.06674928964108844
3454,020401060812,54,22,0.23688272260049772
3455,020401060812,53,22,0.0626498149439699
3456,020401010401,84,16,0.0009066630896059192
3457,020401010401,84,15,0.06195158085821213
3458,020401010401,84,14,0.194756792867801
3459,020401010401,85,16,0.048526607243760386
3460,020401010401,85,15,0.21746730085141827
3461,020401010401,85,14,0.19875667148972648
3462,020401010401,83,14,0.002063037660251967
3463,020401010401,84,13,0.116019221956844
3464,020401010401,85,13,0.1595521239823792
3465,020402050302,28,19,0.2808765928724993
3466,020402050302,27,19,0.0739189064604667
3467,020402050302,28,18,0.4260762300184018
3468,020402050302,27,18,0.00559981540412331
3469,020402050302,28,17,0.08788073919504134
3470,020402050302,29,18,0.06343133805330006
3471,020402050302,29,17,0.062216377996167506
3472,020402050402,32,24,0.0396183392564492
3473,020402050402,31,24,0.1838944719426182
3474,020402050402,30,24,0.06050316651732321
3475,020402050402,32,23,0.1623246992624263
3476,020402050402,31,23,0.2543358060543089
3477,020402050402,30,23,0.17417687635870055
3478,020402050402,32,22,0.0032357459278808073
3479,020402050402,31,22,0.11725916601914226
3480,020402050402,30,22,0.004651728661150866
3481,020402030408,43,11,0.041630098584165935
3482,020402030408,43,10,0.00022002473957609436
3483,020402030408,42,12,0.008874046621451985
3484,020402030408,42,11,0.2594977730719234
3485,020402030408,41,11,0.19715969780539358
3486,020402030408,40,11,0.02767325110878755
3487,020402030408,42,10,0.17150817687765438
3488,020402030408,41,10,0.24987802973681505
3489,020402030408,40,10,0.043558901454231407
3490,020402060101,28,29,0.07917003551229039
3491,020402060101,29,29,5.662746478872448e-06
3492,020402060101,29,28,0.07156279366886484
3493,020402060101,28,28,0.3043614903463561
3494,020402060101,28,27,0.3565381991712238
3495,020402060101,27,27,0.01890132512334554
3496,020402060101,28,26,0.005830408484220759
3497,020402060101,27,26,0.0040273654207550426
3498,020402060101,29,27,0.1596027195264664
3499,020402070205,13,34,0.0004056089660128777
3500,020402070205,13,33,0.10196992200793502
3501,020402070205,15,33,0.0006035353875394521
3502,020402070205,14,33,0.06016947799653724
3503,020402070205,15,32,0.0002927087270885881
3504,020402070205,14,32,0.132040702776863
3505,020402070205,13,32,0.14514113754694694
3506,020402070205,12,32,0.02642461020991592
3507,020402070205,14,31,0.09183433230045476
3508,020402070205,13,31,0.14517768056630043
3509,020402070205,12,31,0.04145541479920004
3510,020402070205,14,30,0.07020596500126389
3511,020402070205,13,30,0.11307833279090287
3512,020402070205,12,30,0.0008029500955202182
3513,020402070205,14,29,0.06122275768448174
3514,020402070205,13,29,0.00917486314303897
3515,020401030202,81,17,0.00032126819893044063
